"name","year","stint","team","league","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","pos","birth","age","hand"
"roselda01",1979,1,"CLE","AL",59,107,20,26,6,1,3,14,1,0,15,27,0,0,9,3,2,SS,1950,30,R
"roselda01",1980,1,"CLE","AL",71,117,16,29,3,0,2,12,0,0,9,19,0,0,2,3,2,SS,1950,31,R
"roselda01",1981,1,"CLE","AL",43,84,11,20,4,0,1,7,0,1,7,12,0,0,5,0,2,SS,1950,32,R
"rosemi01",2004,1,"OAK","AL",2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,C,1976,29,B
"rosepe01",1970,1,"CIN","NL",159,649,120,205,37,9,15,52,12,7,73,64,10,2,0,4,7,RF,1941,30,B
"rosepe01",1971,1,"CIN","NL",160,632,86,192,27,4,13,44,13,9,68,50,15,3,1,3,9,RF,1941,31,B
"rosepe01",1972,1,"CIN","NL",154,645,107,198,31,11,6,57,10,3,73,46,4,7,2,2,7,LF,1941,32,B
"rosepe01",1973,1,"CIN","NL",160,680,115,230,36,8,5,64,10,7,65,42,6,6,1,0,14,LF,1941,33,B
"rosepe01",1974,1,"CIN","NL",163,652,110,185,45,7,3,51,2,4,106,54,14,5,1,6,9,LF,1941,34,B
"rosepe01",1975,1,"CIN","NL",162,662,112,210,47,4,7,74,0,1,89,50,8,11,1,1,13,LF,1941,35,B
"rosepe01",1976,1,"CIN","NL",162,665,130,215,42,6,10,63,9,5,86,54,7,6,0,2,17,RF,1941,36,B
"rosepe01",1977,1,"CIN","NL",162,655,95,204,38,7,9,64,16,4,66,42,7,5,1,4,9,3B,1941,37,B
"rosepe01",1978,1,"CIN","NL",159,655,103,198,51,3,7,52,13,9,62,30,6,3,2,7,8,LF,1941,38,B
"rosepe01",1979,1,"PHI","NL",163,628,90,208,40,5,4,59,20,11,95,32,10,2,0,5,18,3B,1941,39,B
"rosepe01",1980,1,"PHI","NL",162,655,95,185,42,1,1,64,12,8,66,33,5,6,4,4,13,1B,1941,40,B
"rosepe01",1981,1,"PHI","NL",107,431,73,140,18,5,0,33,4,4,46,26,5,3,1,3,8,1B,1941,41,B
"rosepe01",1982,1,"PHI","NL",162,634,80,172,25,4,3,54,8,8,66,32,9,7,8,3,12,1B,1941,42,B
"rosepe01",1983,1,"PHI","NL",151,493,52,121,14,3,0,45,7,7,52,28,5,2,1,7,11,RF,1941,43,B
"rosepe01",1984,1,"MON","NL",95,278,34,72,6,2,0,23,1,1,31,20,3,1,3,1,10,1B,1941,44,B
"rosepe01",1984,2,"CIN","NL",26,96,9,35,9,0,0,11,0,0,9,7,1,2,0,0,1,1B,1941,44,B
"rosepe01",1985,1,"CIN","NL",119,405,60,107,12,2,2,46,8,1,86,35,5,4,1,4,10,1B,1941,45,B
"rosepe01",1986,1,"CIN","NL",72,237,15,52,8,2,0,25,3,0,30,31,0,4,0,1,2,1B,1941,46,B
"rosepe02",1997,1,"CIN","NL",11,14,2,2,0,0,0,0,0,0,2,9,0,0,0,0,0,3B,1969,29,L
"roskojo01",1998,1,"FLO","NL",10,10,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1B,1974,25,R
"roskojo01",1999,1,"FLO","NL",13,12,0,2,2,0,0,1,0,0,1,7,0,0,0,0,0,C,1974,26,R
"roskojo01",2000,1,"SDN","NL",14,27,0,1,1,0,0,1,0,0,3,7,0,0,0,0,1,RF,1974,27,R
"rossco01",2003,1,"DET","AL",6,19,1,4,1,0,1,5,0,0,1,3,0,1,1,0,0,RF,1980,24,R
"rossda01",2002,1,"LAN","NL",8,10,2,2,1,0,1,2,0,0,2,4,0,1,0,0,0,C,1977,26,R
"rossda01",2003,1,"LAN","NL",40,124,19,32,7,0,10,18,0,0,13,42,0,2,0,1,4,C,1977,27,R
"rossda01",2004,1,"LAN","NL",70,165,13,28,3,1,5,15,0,0,15,62,1,5,0,5,3,C,1977,28,R
"rossyri01",1991,1,"ATL","NL",5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SS,1964,28,R
"rossyri01",1992,1,"KCA","AL",59,149,21,32,8,1,1,12,0,3,20,20,1,1,7,1,6,SS,1964,29,R
"rossyri01",1993,1,"KCA","AL",46,86,10,19,4,0,2,12,0,0,9,11,0,1,1,0,0,SS,1964,30,R
"rossyri01",1998,1,"SEA","AL",37,81,12,16,6,0,1,4,0,0,6,13,0,0,2,0,0,SS,1964,35,R
"rowanaa01",2001,1,"CHA","AL",63,123,21,36,5,0,4,20,5,1,15,28,0,4,5,1,2,RF,1977,25,R
"rowanaa01",2002,1,"CHA","AL",126,302,41,78,16,2,7,29,0,1,12,54,1,6,9,2,8,RF,1977,26,R
"rowanaa01",2003,1,"CHA","AL",93,157,22,45,8,0,6,24,0,0,7,21,0,3,2,1,1,RF,1977,27,R
"rowanaa01",2004,1,"CHA","AL",140,487,94,151,38,2,24,69,17,5,30,91,1,10,5,2,5,RF,1977,28,R
"rowdowa01",1984,1,"CIN","NL",4,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,SS,1960,25,R
"rowdowa01",1985,1,"CIN","NL",5,9,2,2,0,0,0,2,0,0,2,1,0,0,0,0,0,3B,1960,26,R
"rowdowa01",1986,1,"CIN","NL",38,80,9,20,5,1,0,10,2,0,9,17,0,1,1,1,0,SS,1960,27,R
"rowdowa01",1987,1,"CHN","NL",11,31,2,7,1,1,1,4,0,2,3,10,0,0,0,0,1,3B,1960,28,R
"rowdowa01",1988,1,"BAL","AL",20,30,1,3,0,0,0,0,1,1,0,6,0,0,0,0,3,LF,1960,29,R
"rowlari01",1990,1,"DET","AL",7,19,3,3,1,0,0,0,0,0,2,4,1,0,0,0,1,DH,1964,27,R
"rowlari01",1991,1,"DET","AL",4,4,0,1,0,0,0,1,0,0,1,2,0,0,0,1,0,DH,1964,28,R
"rowlari01",1992,1,"DET","AL",6,14,2,3,0,0,0,0,0,0,3,3,0,0,0,0,1,DH,1964,29,R
"rowlari01",1993,1,"DET","AL",21,46,2,10,3,0,0,4,0,0,5,16,0,0,1,0,1,DH,1964,30,R
"rowlari01",1994,1,"BOS","AL",46,118,14,27,3,0,9,20,0,0,11,35,0,0,0,0,2,DH,1964,31,R
"rowlari01",1995,1,"BOS","AL",14,29,1,5,1,0,0,1,0,0,0,11,0,0,0,0,0,DH,1964,32,R
"royerst01",1991,1,"SLN","NL",9,21,1,6,1,0,0,1,0,0,1,2,0,0,0,0,0,3B,1967,25,R
"royerst01",1992,1,"SLN","NL",13,31,6,10,2,0,2,9,0,0,1,4,0,0,0,1,0,3B,1967,26,R
"royerst01",1993,1,"SLN","NL",24,46,4,14,2,0,1,8,0,1,2,14,0,0,0,0,2,3B,1967,27,R
"royerst01",1994,1,"SLN","NL",39,57,3,10,5,0,1,2,0,0,0,18,0,0,0,0,1,3B,1967,28,R
"royerst01",1994,2,"BOS","AL",4,9,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,3B,1967,28,R
"roystje01",1973,1,"LAN","NL",10,19,1,4,0,0,0,2,1,0,0,5,0,0,0,0,0,3B,1952,22,R
"roystje01",1974,1,"LAN","NL",6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,1952,23,R
"roystje01",1975,1,"LAN","NL",13,36,2,9,2,1,0,1,1,0,1,3,0,0,0,0,1,SS,1952,24,R
"roystje01",1976,1,"ATL","NL",149,533,65,132,13,1,5,45,24,13,52,53,4,1,14,5,11,SS,1952,25,R
"roystje01",1977,1,"ATL","NL",140,445,64,96,10,2,6,28,28,10,38,67,3,1,6,1,11,SS,1952,26,R
"roystje01",1978,1,"ATL","NL",140,529,67,137,17,8,2,35,27,17,56,49,2,3,8,4,9,SS,1952,27,R
"roystje01",1979,1,"ATL","NL",154,601,103,164,25,6,3,51,35,8,62,59,0,0,6,7,8,3B,1952,28,R
"roystje01",1980,1,"ATL","NL",123,392,42,95,17,5,1,20,22,13,37,48,1,1,4,1,6,LF,1952,29,R
"roystje01",1981,1,"ATL","NL",64,93,13,19,4,1,0,9,7,5,7,14,0,0,4,1,2,3B,1952,30,R
"roystje01",1982,1,"ATL","NL",108,261,43,77,13,2,2,25,14,6,22,36,1,2,5,3,3,SS,1952,31,R
"roystje01",1983,1,"ATL","NL",91,268,32,63,10,3,3,30,11,7,28,35,2,0,5,2,12,SS,1952,32,R
"roystje01",1984,1,"ATL","NL",81,227,22,47,13,2,1,21,6,4,15,41,1,1,2,2,8,SS,1952,33,R
"roystje01",1985,1,"SDN","NL",90,249,31,70,13,2,5,31,6,5,32,31,1,1,3,2,6,SS,1952,34,R
"roystje01",1986,1,"SDN","NL",118,257,31,66,12,0,5,26,3,5,32,45,3,0,6,3,6,SS,1952,35,R
"roystje01",1987,1,"CHA","AL",55,154,25,37,11,0,7,23,2,1,19,28,1,1,2,2,2,SS,1952,36,R
"roystje01",1987,2,"NYA","AL",18,42,1,15,2,0,0,4,2,1,4,4,0,0,1,0,3,SS,1952,36,R
"roystje01",1988,1,"ATL","NL",68,102,8,18,3,0,0,1,0,0,6,16,1,0,3,0,2,SS,1952,37,R
"roystwi01",1981,1,"BAL","AL",4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,C,1954,28,R
"ruanwi01",2002,1,"LAN","NL",12,11,2,3,1,0,0,3,0,0,0,2,0,0,0,0,0,CF,1978,25,R
"ruanwi01",2003,1,"LAN","NL",21,41,2,9,2,1,0,2,1,0,0,7,0,0,0,0,0,CF,1978,26,R
"ruberso01",1972,1,"CIN","NL",2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,C,1946,27,R
"rudijo01",1970,1,"OAK","AL",106,350,40,108,23,2,11,42,3,1,16,61,1,2,5,2,11,LF,1946,25,R
"rudijo01",1971,1,"OAK","AL",127,513,62,137,23,4,10,52,3,2,28,62,2,1,10,4,15,LF,1946,26,R
"rudijo01",1972,1,"OAK","AL",147,593,94,181,32,9,19,75,3,4,37,62,6,2,15,6,15,LF,1946,27,R
"rudijo01",1973,1,"OAK","AL",120,437,53,118,25,1,12,66,0,0,30,72,4,2,7,7,13,LF,1946,28,R
"rudijo01",1974,1,"OAK","AL",158,593,73,174,39,4,22,99,2,3,34,92,6,5,2,5,10,LF,1946,29,R
"rudijo01",1975,1,"OAK","AL",126,468,66,130,26,6,21,75,2,1,40,56,12,3,3,1,11,LF,1946,30,R
"rudijo01",1976,1,"OAK","AL",130,500,54,135,32,3,13,94,6,1,41,71,10,3,3,10,14,LF,1946,31,R
"rudijo01",1977,1,"CAL","AL",64,242,48,64,13,2,13,53,1,0,22,48,4,4,2,2,2,LF,1946,32,R
"rudijo01",1978,1,"CAL","AL",133,497,58,127,27,1,17,79,2,1,28,82,4,2,3,6,10,LF,1946,33,R
"rudijo01",1979,1,"CAL","AL",90,330,35,80,11,3,11,61,0,0,24,61,3,1,4,2,7,LF,1946,34,R
"rudijo01",1980,1,"CAL","AL",104,372,42,88,17,1,16,53,1,0,17,84,2,5,2,3,10,LF,1946,35,R
"rudijo01",1981,1,"BOS","AL",49,122,14,22,3,0,6,24,0,0,8,29,1,2,1,2,2,RF,1946,36,R
"rudijo01",1982,1,"OAK","AL",71,193,21,41,6,1,5,18,0,0,24,35,0,1,4,1,2,RF,1946,37,R
"rudolke01",1970,1,"CHN","NL",20,40,1,4,1,0,0,2,0,0,1,12,1,0,2,0,1,C,1946,25,R
"rudolke01",1971,1,"CHN","NL",25,76,5,15,3,0,0,7,0,0,6,20,0,1,3,0,3,C,1946,26,R
"rudolke01",1972,1,"CHN","NL",42,106,10,25,1,1,2,9,1,2,6,14,0,1,3,0,4,C,1946,27,R
"rudolke01",1973,1,"CHN","NL",64,170,12,35,8,1,2,17,1,4,7,25,0,1,2,2,6,C,1946,28,R
"rudolke01",1974,1,"SFN","NL",57,158,11,41,3,0,0,10,0,0,21,15,5,1,1,0,6,C,1946,29,R
"rudolke01",1975,1,"SLN","NL",44,80,5,16,2,0,1,6,0,0,3,10,0,0,0,0,4,C,1946,30,R
"rudolke01",1976,1,"SLN","NL",27,50,1,8,3,0,0,5,0,0,1,7,0,0,0,0,2,C,1946,31,R
"rudolke01",1977,1,"SFN","NL",11,15,1,3,0,0,0,0,0,0,1,3,1,0,0,0,0,C,1946,32,R
"rudolke01",1977,2,"BAL","AL",11,14,2,4,1,0,0,2,0,0,0,4,0,0,0,0,0,C,1946,32,R
"ruizch01",1970,1,"CAL","AL",68,107,10,26,3,1,0,12,3,0,7,16,1,1,4,1,4,SS,1938,33,B
"ruizch01",1971,1,"CAL","AL",31,19,4,5,0,0,0,0,1,0,2,7,0,0,3,0,0,3B,1938,34,B
"ruizch02",1978,1,"ATL","NL",18,46,3,13,3,0,0,2,0,0,2,4,1,0,0,0,1,3B,1951,28,R
"ruizch02",1980,1,"ATL","NL",25,26,3,8,2,1,0,2,0,1,3,7,0,0,0,0,0,SS,1951,30,R
"rungepa01",1981,1,"ATL","NL",10,27,2,7,1,0,0,2,0,0,4,4,0,0,0,0,1,SS,1958,24,R
"rungepa01",1982,1,"ATL","NL",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1958,25,R
"rungepa01",1983,1,"ATL","NL",5,8,0,2,0,0,0,1,0,0,1,4,0,0,1,0,0,2B,1958,26,R
"rungepa01",1984,1,"ATL","NL",28,90,5,24,3,1,0,3,5,3,10,14,0,0,3,0,2,SS,1958,27,R
"rungepa01",1985,1,"ATL","NL",50,87,15,19,3,0,1,5,0,1,18,18,0,0,4,1,3,SS,1958,28,R
"rungepa01",1986,1,"ATL","NL",7,8,1,2,0,0,0,0,0,0,2,4,0,0,0,0,1,2B,1958,29,R
"rungepa01",1987,1,"ATL","NL",27,47,9,10,1,0,3,8,0,1,5,10,0,0,2,0,1,SS,1958,30,R
"rungepa01",1988,1,"ATL","NL",52,76,11,16,5,0,0,7,0,0,14,21,0,0,0,1,4,SS,1958,31,R
"runneto01",1985,1,"CIN","NL",28,35,3,7,1,0,0,0,0,0,3,4,0,0,4,0,1,SS,1955,31,B
"runneto01",1986,1,"CIN","NL",12,11,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,3B,1955,32,B
"rushfji01",2002,1,"MIL","NL",23,77,8,11,2,0,1,6,0,0,6,9,0,1,0,0,3,RF,1974,29,L
"russebi01",1970,1,"LAN","NL",81,278,30,72,11,9,0,28,9,1,16,28,1,3,4,3,5,SS,1948,23,R
"russebi01",1971,1,"LAN","NL",91,211,29,48,7,4,2,15,6,3,11,39,2,0,0,1,2,SS,1948,24,R
"russebi01",1972,1,"LAN","NL",129,434,47,118,19,5,4,34,14,7,34,64,9,2,5,2,4,SS,1948,25,R
"russebi01",1973,1,"LAN","NL",162,615,55,163,26,3,4,56,15,7,34,63,20,1,9,7,9,SS,1948,26,R
"russebi01",1974,1,"LAN","NL",160,553,61,149,18,6,5,65,14,5,53,53,25,4,11,4,18,SS,1948,27,R
"russebi01",1975,1,"LAN","NL",84,252,24,52,9,2,0,14,5,0,23,28,6,2,4,1,6,SS,1948,28,R
"russebi01",1976,1,"LAN","NL",149,554,53,152,17,3,5,65,15,5,21,46,9,3,6,6,14,SS,1948,29,R
"russebi01",1977,1,"LAN","NL",153,634,84,176,28,6,4,51,16,7,24,43,1,2,9,4,23,SS,1948,30,R
"russebi01",1978,1,"LAN","NL",155,625,72,179,32,4,3,46,10,6,30,34,8,2,12,3,17,SS,1948,31,R
"russebi01",1979,1,"LAN","NL",153,627,72,170,26,4,7,56,6,9,24,43,2,1,14,4,20,SS,1948,32,R
"russebi01",1980,1,"LAN","NL",130,466,38,123,23,2,3,34,13,2,18,44,0,3,12,1,6,SS,1948,33,R
"russebi01",1981,1,"LAN","NL",82,262,20,61,9,2,0,22,2,1,19,20,3,1,5,3,13,SS,1948,34,R
"russebi01",1982,1,"LAN","NL",153,497,64,136,20,2,3,46,10,2,63,30,11,4,8,4,14,SS,1948,35,R
"russebi01",1983,1,"LAN","NL",131,451,47,111,13,1,1,30,13,9,33,31,4,4,12,2,5,SS,1948,36,R
"russebi01",1984,1,"LAN","NL",89,262,25,70,12,1,0,19,4,4,25,24,1,0,9,2,7,SS,1948,37,R
"russebi01",1985,1,"LAN","NL",76,169,19,44,6,1,0,13,4,0,18,9,1,1,3,1,2,SS,1948,38,R
"russebi01",1986,1,"LAN","NL",105,216,21,54,11,0,0,18,7,0,15,23,2,2,7,2,6,SS,1948,39,R
"russejo02",1984,1,"PHI","NL",39,99,11,28,8,1,2,11,0,1,12,33,2,0,0,3,2,RF,1961,24,R
"russejo02",1985,1,"PHI","NL",81,216,22,47,12,0,9,23,2,0,18,72,0,0,0,0,5,LF,1961,25,R
"russejo02",1986,1,"PHI","NL",93,315,35,76,21,2,13,60,0,1,25,103,2,3,1,4,6,C,1961,26,R
"russejo02",1987,1,"PHI","NL",24,62,5,9,1,0,3,8,0,1,3,17,0,0,0,0,4,LF,1961,27,R
"russejo02",1988,1,"PHI","NL",22,49,5,12,1,0,2,4,0,0,3,15,0,1,0,0,2,C,1961,28,R
"russejo02",1990,1,"TEX","AL",68,128,16,35,4,0,2,8,1,0,11,41,2,0,1,0,3,LF,1961,30,R
"russejo02",1991,1,"TEX","AL",22,27,3,3,0,0,0,1,0,0,1,7,0,0,0,1,0,LF,1961,31,R
"russejo02",1992,1,"TEX","AL",7,10,1,1,0,0,0,2,0,0,1,4,0,1,0,1,0,LF,1961,32,R
"russejo02",1993,1,"TEX","AL",18,22,1,5,1,0,1,3,0,0,2,10,0,0,0,0,0,LF,1961,33,R
"ryalma01",1982,1,"KCA","AL",6,13,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,LF,1960,23,L
"ryalma01",1985,1,"CHA","AL",12,33,4,5,3,0,0,3,0,0,3,3,0,0,1,0,2,LF,1960,26,L
"ryalma01",1986,1,"CAL","AL",13,32,6,12,0,0,2,5,1,0,2,4,1,0,0,0,1,RF,1960,27,L
"ryalma01",1987,1,"CAL","AL",58,100,7,20,6,0,5,18,0,0,3,15,1,0,1,0,4,RF,1960,28,L
"ryalma01",1989,1,"PHI","NL",29,33,2,8,2,0,0,5,0,0,1,6,0,0,0,0,0,LF,1960,30,L
"ryalma01",1990,1,"PIT","NL",9,12,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,LF,1960,31,L
"ryanmi02",1970,1,"PHI","NL",46,134,14,24,8,0,2,11,0,0,16,24,3,0,1,1,8,C,1941,30,R
"ryanmi02",1971,1,"PHI","NL",43,134,9,22,5,1,3,6,0,0,10,32,1,0,0,0,2,C,1941,31,R
"ryanmi02",1972,1,"PHI","NL",46,106,6,19,4,0,2,10,0,0,10,25,2,1,0,1,5,C,1941,32,R
"ryanmi02",1973,1,"PHI","NL",28,69,7,16,1,2,1,5,0,0,6,19,0,0,2,1,4,C,1941,33,R
"ryanmi02",1974,1,"PIT","NL",15,30,2,3,0,0,0,0,0,0,4,16,0,0,0,0,2,C,1941,34,R
"ryanmi03",2002,1,"MIN","AL",7,11,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,LF,1977,26,L
"ryanmi03",2003,1,"MIN","AL",27,61,13,24,7,0,5,13,2,1,6,12,0,0,0,1,4,RF,1977,27,L
"ryanmi03",2004,1,"MIN","AL",36,71,9,17,2,1,0,7,1,1,4,16,1,0,0,0,2,RF,1977,28,L
"ryanro02",1999,1,"ARI","NL",20,29,4,7,1,0,2,5,0,0,1,8,0,0,0,0,0,RF,1973,27,L
"ryanro02",2000,1,"ARI","NL",27,27,4,8,1,1,0,2,0,0,4,7,0,1,0,0,0,RF,1973,28,L
"ryanro02",2001,1,"ARI","NL",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,RF,1973,29,L
"ryanro02",2001,2,"OAK","AL",7,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,RF,1973,29,L
"saboch01",1988,1,"CIN","NL",137,538,74,146,40,2,11,44,46,14,29,52,1,6,5,4,12,SS,1962,27,R
"saboch01",1989,1,"CIN","NL",82,304,40,79,21,1,6,29,14,9,25,33,2,1,4,2,2,3B,1962,28,R
"saboch01",1990,1,"CIN","NL",148,567,95,153,38,2,25,71,25,10,61,58,7,4,1,3,8,3B,1962,29,R
"saboch01",1991,1,"CIN","NL",153,582,91,175,35,3,26,88,19,6,44,79,3,6,5,3,13,3B,1962,30,R
"saboch01",1992,1,"CIN","NL",96,344,42,84,19,3,12,43,4,5,30,54,1,1,1,6,12,3B,1962,31,R
"saboch01",1993,1,"CIN","NL",148,552,86,143,33,2,21,82,6,4,43,105,5,6,2,8,10,3B,1962,32,R
"saboch01",1994,1,"BAL","AL",68,258,41,66,15,3,11,42,1,1,20,38,2,5,4,1,8,RF,1962,33,R
"saboch01",1995,1,"CHA","AL",20,71,10,18,5,0,1,8,2,0,3,12,1,2,2,2,0,3B,1962,34,R
"saboch01",1995,2,"SLN","NL",5,13,0,2,1,0,0,3,1,0,1,2,0,0,0,0,1,3B,1962,34,R
"saboch01",1996,1,"CIN","NL",54,125,15,32,7,1,3,16,2,0,18,27,0,1,1,0,4,3B,1962,35,R
"sadekmi01",1973,1,"SFN","NL",39,66,6,11,1,1,0,4,1,0,11,8,0,0,1,1,1,C,1946,28,R
"sadekmi01",1975,1,"SFN","NL",42,106,14,25,5,2,0,9,1,0,14,14,1,0,0,1,6,C,1946,30,R
"sadekmi01",1976,1,"SFN","NL",55,93,8,19,2,0,0,7,0,0,11,10,2,1,4,0,2,C,1946,31,R
"sadekmi01",1977,1,"SFN","NL",61,126,12,29,7,0,1,15,2,1,12,5,0,0,3,0,2,C,1946,32,R
"sadekmi01",1978,1,"SFN","NL",40,109,15,26,3,0,2,9,1,0,10,11,2,0,1,0,2,C,1946,33,R
"sadekmi01",1979,1,"SFN","NL",63,126,14,30,5,0,1,11,1,0,15,24,2,1,4,1,6,RF,1946,34,R
"sadekmi01",1980,1,"SFN","NL",64,151,14,38,4,1,1,16,0,0,27,18,6,0,4,1,3,C,1946,35,R
"sadekmi01",1981,1,"SFN","NL",19,36,5,6,3,0,0,3,0,0,8,7,0,0,2,0,0,C,1946,36,R
"sadledo01",1998,1,"BOS","AL",58,124,21,28,4,4,3,15,4,0,6,28,0,3,5,1,1,SS,1975,24,R
"sadledo01",1999,1,"BOS","AL",49,107,18,30,5,1,0,4,2,1,5,20,0,0,3,0,1,SS,1975,25,R
"sadledo01",2000,1,"BOS","AL",49,99,14,22,5,0,1,10,3,1,5,18,0,1,5,2,1,SS,1975,26,R
"sadledo01",2001,1,"CIN","NL",39,84,9,17,3,0,1,3,3,3,9,20,0,0,2,0,3,SS,1975,27,R
"sadledo01",2001,2,"KCA","AL",54,101,19,13,3,0,0,2,4,1,9,17,0,2,3,1,0,SS,1975,27,R
"sadledo01",2002,1,"KCA","AL",35,68,10,13,1,1,0,5,3,1,4,12,0,0,0,1,0,SS,1975,28,R
"sadledo01",2002,2,"TEX","AL",38,30,6,3,1,0,0,2,2,2,3,7,0,2,1,0,1,SS,1975,28,R
"sadledo01",2003,1,"TEX","AL",77,131,27,26,5,2,1,5,4,3,13,34,0,2,2,2,1,SS,1975,29,R
"sadledo01",2004,1,"ARI","NL",18,23,1,3,2,0,0,0,0,0,1,7,0,0,0,0,0,SS,1975,30,R
"saenzol01",1994,1,"CHA","AL",5,14,2,2,0,1,0,0,0,0,0,5,0,0,1,0,1,3B,1970,25,R
"saenzol01",1999,1,"OAK","AL",97,255,41,70,18,0,11,41,1,1,22,47,1,15,0,3,6,DH,1970,30,R
"saenzol01",2000,1,"OAK","AL",76,214,40,67,12,2,9,33,1,0,25,40,2,7,0,1,6,DH,1970,31,R
"saenzol01",2001,1,"OAK","AL",106,305,33,67,21,1,9,32,0,1,19,64,1,13,1,3,9,DH,1970,32,R
"saenzol01",2002,1,"OAK","AL",68,156,15,43,10,1,6,18,1,1,13,31,1,7,0,2,2,DH,1970,33,R
"saenzol01",2004,1,"LAN","NL",77,111,17,31,1,0,8,22,0,0,12,33,1,2,0,3,4,DH,1970,35,R
"sagmoma01",1997,1,"TEX","AL",21,43,2,6,2,0,1,4,0,0,2,13,0,0,0,1,1,RF,1971,27,L
"sakatle01",1977,1,"ML4","AL",53,154,13,25,2,0,2,12,1,3,9,22,0,0,6,0,1,2B,1954,24,R
"sakatle01",1978,1,"ML4","AL",30,78,8,15,4,0,0,3,1,0,8,11,1,0,0,0,3,2B,1954,25,R
"sakatle01",1979,1,"ML4","AL",4,14,1,7,2,0,0,1,0,0,0,1,0,0,0,0,0,2B,1954,26,R
"sakatle01",1980,1,"BAL","AL",43,83,12,16,3,2,1,9,2,1,6,10,0,0,0,1,3,SS,1954,27,R
"sakatle01",1981,1,"BAL","AL",61,150,19,34,4,0,5,15,4,0,11,18,0,1,1,1,5,SS,1954,28,R
"sakatle01",1982,1,"BAL","AL",136,343,40,89,18,1,6,31,7,4,30,39,2,4,8,4,7,SS,1954,29,R
"sakatle01",1983,1,"BAL","AL",66,134,23,34,7,0,3,12,8,4,16,17,0,1,1,0,4,DH,1954,30,R
"sakatle01",1984,1,"BAL","AL",81,157,23,30,1,0,3,11,4,1,6,15,2,0,5,0,4,LF,1954,31,R
"sakatle01",1985,1,"BAL","AL",55,97,15,22,3,0,3,6,3,2,6,15,0,1,1,0,3,DH,1954,32,R
"sakatle01",1986,1,"OAK","AL",17,34,4,12,2,0,0,5,0,1,3,6,0,0,0,1,1,DH,1954,33,R
"sakatle01",1987,1,"NYA","AL",19,45,5,12,0,1,2,4,0,1,2,4,0,1,0,0,2,3B,1954,34,R
"salasma01",1984,1,"SLN","NL",14,20,1,2,1,0,0,1,0,0,0,3,0,0,1,0,0,LF,1961,24,L
"salasma01",1985,1,"MIN","AL",120,360,51,108,20,5,9,41,0,1,18,37,5,1,0,3,7,DH,1961,25,L
"salasma01",1986,1,"MIN","AL",91,258,28,60,7,4,8,33,3,1,18,32,2,1,5,3,8,DH,1961,26,L
"salasma01",1987,1,"MIN","AL",22,45,8,17,2,0,3,9,0,1,5,6,1,0,0,1,0,LF,1961,27,L
"salasma01",1987,2,"NYA","AL",50,115,13,23,4,0,3,12,0,0,10,17,0,3,1,1,2,LF,1961,27,L
"salasma01",1988,1,"CHA","AL",75,196,17,49,7,0,3,9,0,0,12,17,2,3,0,0,3,DH,1961,28,L
"salasma01",1989,1,"CLE","AL",30,77,4,17,4,1,2,7,0,0,5,13,1,1,0,0,2,DH,1961,29,L
"salasma01",1990,1,"DET","AL",74,164,18,38,3,0,9,24,0,0,21,28,2,1,1,0,3,DH,1961,30,L
"salasma01",1991,1,"DET","AL",33,57,2,5,1,0,1,7,0,0,0,10,0,2,0,1,0,DH,1961,31,L
"salazan01",1983,1,"MON","NL",36,37,5,8,1,1,0,1,0,0,1,8,0,0,1,1,1,SS,1961,23,R
"salazan01",1984,1,"MON","NL",80,174,12,27,4,2,0,12,1,1,4,38,0,1,4,1,2,SS,1961,24,R
"salazan01",1986,1,"KCA","AL",117,298,24,73,20,2,0,24,1,1,7,47,0,2,5,1,3,SS,1961,26,R
"salazan01",1987,1,"KCA","AL",116,317,24,65,7,0,2,21,4,4,6,46,0,0,8,1,6,SS,1961,27,R
"salazan01",1988,1,"CHN","NL",34,60,4,15,1,1,0,1,0,0,1,11,1,0,2,0,1,SS,1961,28,R
"salazlu01",1980,1,"SDN","NL",44,169,28,57,4,7,1,25,11,2,9,25,1,1,3,1,4,CF,1956,25,R
"salazlu01",1981,1,"SDN","NL",109,400,37,121,19,6,3,38,11,8,16,72,2,1,5,2,7,RF,1956,26,R
"salazlu01",1982,1,"SDN","NL",145,524,55,127,15,5,8,62,32,9,23,80,10,2,5,5,10,SS,1956,27,R
"salazlu01",1983,1,"SDN","NL",134,481,52,124,16,2,14,45,24,9,17,80,8,2,8,2,4,SS,1956,28,R
